p0,survival_prob,CI_lower,CI_upper
0.05,0.0,0.0,0.0
0.1143,0.0,0.0,0.0
0.1786,0.0,0.0,0.0
0.2429,0.0,0.0,0.0
0.3071,0.0,0.0,0.0
0.3714,0.0,0.0,0.0
0.4357,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.5643,0.0,0.0,0.0
0.6286,0.0,0.0,0.0
0.6929,0.0,0.0,0.0
0.7571,0.0,0.0,0.0
0.8214,0.0,0.0,0.0
0.8857,0.0,0.0,0.0
0.95,0.0,0.0,0.0
